Wave number (cm-1),Transmitance (%),,
,PB made with 25 g rice bran,PB made with 50 g rice bran,PB made with 100 g rice bran
1701.461,-0.08969,-1.79441,-2.03878
1701.944,-0.08047,-1.81503,-2.06738
1702.426,-0.07053,-1.83388,-2.0941
1702.908,-0.06112,-1.85217,-2.11995
1703.39,-0.05263,-1.87025,-2.14536
1703.872,-0.04513,-1.88814,-2.17045
1704.354,-0.03861,-1.90578,-2.19521
1704.836,-0.03306,-1.92315,-2.21955
1705.319,-0.02853,-1.94032,-2.24352
1705.801,-0.03352,-1.95734,-2.26704
1706.283,-0.04813,-1.9745,-2.29025
1706.765,-0.06397,-1.99209,-2.31325
1707.247,-0.08109,-2.01036,-2.33612
1707.729,-0.09948,-2.02943,-2.3589
1708.211,-0.11903,-2.04927,-2.38157
1708.694,-0.13957,-2.06975,-2.40413
1709.176,-0.16077,-2.09059,-2.42652
1709.658,-0.18237,-2.11159,-2.44875
1710.14,-0.20408,-2.13252,-2.47085
1710.622,-0.22549,-2.15307,-2.49278
1711.104,-0.24612,-2.17281,-2.51444
1711.586,-0.2653,-2.19112,-2.5356
1712.069,-0.28233,-2.2072,-2.55588
1712.551,-0.29652,-2.22019,-2.57472
1713.033,-0.30791,-2.22994,-2.59186
1713.515,-0.31736,-2.23722,-2.60734
1713.997,-0.32633,-2.24358,-2.62168
1714.479,-0.3363,-2.25065,-2.63553
1714.961,-0.34837,-2.2597,-2.64933
1715.443,-0.36326,-2.27144,-2.66331
1715.926,-0.38135,-2.28608,-2.67738
1716.408,-0.40231,-2.30296,-2.69107
1716.89,-0.42521,-2.3207,-2.70373
1717.372,-0.44855,-2.33753,-2.71459
1717.854,-0.47118,-2.35233,-2.72329
1718.336,-0.49263,-2.36493,-2.72998
1718.818,-0.51295,-2.37567,-2.735
1719.301,-0.53236,-2.38499,-2.73868
1719.783,-0.55101,-2.39303,-2.74098
1720.265,-0.5691,-2.39986,-2.74184
1720.747,-0.58671,-2.40531,-2.74096
1721.229,-0.60387,-2.40907,-2.73791
1721.711,-0.62058,-2.41075,-2.73221
1722.193,-0.63693,-2.41013,-2.72337
1722.676,-0.65335,-2.40738,-2.71117
1723.158,-0.67038,-2.40296,-2.69568
1723.64,-0.68881,-2.3977,-2.67731
1724.122,-0.70917,-2.39226,-2.65662
1724.604,-0.73172,-2.387,-2.63405
1725.086,-0.7564,-2.38203,-2.60991
1725.568,-0.78287,-2.37729,-2.58447
1726.051,-0.81059,-2.37265,-2.5579
1726.533,-0.83883,-2.3679,-2.53022
1727.015,-0.86697,-2.36298,-2.50159
1727.497,-0.89457,-2.35791,-2.4721
1727.979,-0.92141,-2.35279,-2.44187
1728.461,-0.94748,-2.34774,-2.41103
1728.943,-0.97286,-2.34288,-2.37969
1729.426,-0.9976,-2.33821,-2.34803
1729.907,-1.02141,-2.33337,-2.31602
1730.39,-1.04384,-2.32799,-2.2838
1730.872,-1.06393,-2.32112,-2.25121
1731.354,-1.08058,-2.31173,-2.21809
1731.836,-1.0927,-2.29866,-2.18423
1732.318,-1.09941,-2.28094,-2.14943
1732.8,-1.10028,-2.25797,-2.11364
1733.282,-1.09532,-2.22969,-2.07708
1733.765,-1.08526,-2.19695,-2.04033
1734.247,-1.0715,-2.16142,-2.00415
1734.729,-1.05617,-2.12561,-1.96943
1735.211,-1.04147,-2.09179,-1.9366
1735.693,-1.02883,-2.0612,-1.90555
1736.175,-1.01882,-2.034,-1.8758
1736.657,-1.01132,-2.00979,-1.84688
1737.14,-1.00605,-1.98815,-1.81854
1737.622,-1.00261,-1.96865,-1.79054
1738.104,-1.00076,-1.95113,-1.7629
1738.586,-1.00023,-1.93537,-1.73559
1739.068,-1.00063,-1.92108,-1.70855
1739.55,-1.0015,-1.90778,-1.68166
1740.032,-1.00228,-1.89488,-1.65472
1740.515,-1.00268,-1.88195,-1.62758
1740.997,-1.00254,-1.86862,-1.60013
1741.479,-1.00208,-1.85499,-1.57239
1741.961,-1.00164,-1.8413,-1.54451
1742.443,-1.00158,-1.82785,-1.51659
1742.925,-1.00213,-1.81487,-1.4887
1743.407,-1.00328,-1.80237,-1.46088
1743.89,-1.00473,-1.79011,-1.43306
1744.372,-1.00566,-1.77729,-1.40499
1744.854,-1.00507,-1.76289,-1.37643
1745.336,-1.0018,-1.74571,-1.34703
1745.818,-0.9949,-1.72477,-1.31652
1746.3,-0.9839,-1.6995,-1.28466
1746.782,-0.96879,-1.66984,-1.25135
1747.264,-0.94997,-1.63615,-1.21662
1747.747,-0.92805,-1.599,-1.18058
1748.229,-0.90357,-1.55893,-1.14334
1748.711,-0.877,-1.51648,-1.10511
1749.193,-0.84859,-1.472,-1.06605
1749.675,-0.81833,-1.42569,-1.02632
1750.157,-0.78625,-1.37783,-0.98597
1750.639,-0.75291,-1.32919,-0.94505
1751.122,-0.71989,-1.28146,-0.90378
1751.604,-0.68948,-1.23677,-0.86243
1752.086,-0.66378,-1.19688,-0.82154
1752.568,-0.64382,-1.16246,-0.78152
1753.05,-0.62966,-1.13342,-0.74267
1753.532,-0.62088,-1.10937,-0.7052
1754.014,-0.61663,-1.08969,-0.66926
1754.497,-0.61561,-1.07341,-0.63486
1754.979,-0.61581,-1.05884,-0.60176
1755.461,-0.61501,-1.04406,-0.56959
1755.943,-0.61144,-1.02749,-0.53801
1756.425,-0.60431,-1.00852,-0.50685
1756.907,-0.5938,-0.98744,-0.47617
1757.389,-0.58055,-0.96496,-0.44614
1757.872,-0.56527,-0.94179,-0.41691
1758.354,-0.54827,-0.91824,-0.38849
1758.836,-0.52976,-0.89452,-0.36091
1759.318,-0.50988,-0.87068,-0.33417
1759.8,-0.48885,-0.84685,-0.30834
1760.282,-0.46719,-0.82324,-0.28353
1760.764,-0.44556,-0.80017,-0.25989
1761.247,-0.42467,-0.77802,-0.23767
1761.729,-0.40498,-0.75691,-0.21687
1762.211,-0.38659,-0.72829,-0.19759
1762.693,-0.3691,-0.69356,-0.17968
1763.175,-0.35167,-0.65883,-0.16289
1763.657,-0.33324,-0.62327,-0.14693
1764.139,-0.3129,-0.58619,-0.13153
1764.621,-0.29018,-0.5473,-0.11656
1765.104,-0.26525,-0.50684,-0.10217
1765.586,-0.23872,-0.46552,-0.08848
1766.068,-0.21163,-0.42439,-0.07589
1766.55,-0.18507,-0.38454,-0.06469
1767.032,-0.15995,-0.34691,-0.05505
1767.514,-0.13696,-0.31223,-0.04708
1767.996,-0.11658,-0.28096,-0.04075
1768.479,-0.09916,-0.25333,-0.03604
1768.961,-0.08476,-0.22925,-0.03278
1769.443,-0.07334,-0.20853,-0.0309
1769.925,-0.06471,-0.19078,-0.0303
1770.407,-0.05859,-0.17563,-0.03083
1770.889,-0.05472,-0.16265,-0.03236
1771.371,-0.05288,-0.15157,-0.03481
1771.854,-0.05296,-0.1422,-0.03816
1772.336,-0.05493,-0.13445,-0.04234
1772.818,-0.0541,-0.12848,-0.0407
1773.3,-0.05285,-0.12467,-0.03624
1773.782,-0.05433,-0.12345,-0.03312
1774.264,-0.05866,-0.1251,-0.03144
1774.746,-0.06536,-0.12933,-0.03112
1775.229,-0.07349,-0.13526,-0.03184
1775.711,-0.08174,-0.14164,-0.03303
1776.193,-0.08904,-0.1473,-0.03426
1776.675,-0.09472,-0.15144,-0.0352
1777.157,-0.09848,-0.15364,-0.03566
1777.639,-0.10031,-0.15376,-0.03559
1778.121,-0.1005,-0.15201,-0.03503
1778.604,-0.09964,-0.14889,-0.03415
1779.085,-0.09852,-0.14518,-0.03311
1779.568,-0.09805,-0.14189,-0.03228
1780.05,-0.09896,-0.13987,-0.0319
1780.532,-0.10169,-0.13969,-0.03225
1781.014,-0.10637,-0.14162,-0.0335
1781.496,-0.11292,-0.14567,-0.03574
1781.978,-0.12101,-0.15164,-0.03897
1782.46,-0.13017,-0.15906,-0.04307
1782.943,-0.13977,-0.1673,-0.04786
1783.425,-0.14902,-0.1755,-0.05298
1783.907,-0.15712,-0.18274,-0.05813
1784.389,-0.1634,-0.18815,-0.063
1784.871,-0.16738,-0.19115,-0.06741
1785.353,-0.1688,-0.19142,-0.0713
1785.835,-0.16756,-0.18884,-0.07466
1786.318,-0.16359,-0.18339,-0.07755
1786.8,-0.15669,-0.1749,-0.07997
1787.282,-0.14671,-0.16324,-0.08183
1787.764,-0.13353,-0.14823,-0.083
1788.246,-0.11734,-0.12996,-0.08334
1788.728,-0.09886,-0.10907,-0.0828
1789.21,-0.07954,-0.08698,-0.08158
1789.693,-0.06131,-0.06565,-0.0801
1790.175,-0.04581,-0.04684,-0.07879
1790.657,-0.03403,-0.03165,-0.07807
1791.139,-0.0262,-0.02036,-0.07816
1791.621,-0.02211,-0.01278,-0.07915
1792.103,-0.02138,-0.00849,-0.08106
1792.585,-0.02359,-0.00701,-0.08385
1793.067,-0.02825,-0.00781,-0.08743
1793.55,-0.03471,-0.0103,-0.09166
1794.032,-0.04215,-0.01367,-0.09177
1794.514,-0.04963,-0.01711,-0.09074
1794.996,-0.05625,-0.01979,-0.0896
1795.478,-0.06124,-0.02101,-0.08812
1795.96,-0.06416,-0.02033,-0.08611
1796.442,-0.06496,-0.01764,-0.08352
1796.925,-0.06398,-0.01325,-0.08037
1797.407,-0.06184,-0.00773,-0.07683
1797.889,-0.05934,-0.00184,-0.07311
1798.371,-0.05722,0.00365,-0.06943
1798.853,-0.05594,0.00825,-0.06594
1799.335,-0.05567,0.01172,-0.06271
1799.817,-0.05633,0.01416,-0.05974
1800.3,-0.0577,0.01576,-0.05694
1800.782,-0.05952,0.01682,-0.05426
1801.264,-0.06164,0.01754,-0.05166
1801.746,-0.06406,0.01804,-0.04915
1802.228,-0.06689,0.01825,-0.04682
1802.71,-0.07032,0.01805,-0.0448
1803.192,-0.07457,0.01731,-0.04319
1803.675,-0.0798,0.01591,-0.04206
1804.157,-0.08599,0.01389,-0.0414
1804.639,-0.09307,0.0113,-0.04112
1805.121,-0.10083,0.00827,-0.04111
1805.603,-0.10892,0.00505,-0.04122
1806.085,-0.11685,0.00197,-0.0413
1806.567,-0.12399,-4.92E-04,-0.04121
1807.05,-0.12961,-0.00175,-0.0408
1807.531,-0.1329,-0.00102,-0.0399
1808.014,-0.13067,0.00224,-0.03838
1808.496,-0.12333,0.00824,-0.03614
1808.978,-0.11397,0.01642,-0.03329
1809.46,-0.10396,0.02561,-0.03012
1809.942,-0.09484,0.03431,-0.02705
1810.424,-0.08792,0.0412,-0.02446
1810.906,-0.08398,0.04543,-0.02262
1811.389,-0.0833,0.0466,-0.02163
1811.871,-0.08562,0.04484,-0.02149
1812.353,-0.09025,0.0407,-0.02203
1812.835,-0.09603,0.03516,-0.02301
1813.317,-0.10163,0.0294,-0.02408
1813.799,-0.10595,0.02442,-0.02493
1814.281,-0.10832,0.02082,-0.02531
1814.764,-0.10851,0.01884,-0.02507
1815.246,-0.1066,0.0185,-0.02413
1815.728,-0.10286,0.01966,-0.02244
1816.21,-0.09767,0.0221,-0.02001
1816.692,-0.09152,0.02553,-0.01693
1817.174,-0.08499,0.02952,-0.01336
1817.656,-0.07874,0.03356,-0.00958
1818.139,-0.07346,0.03704,-0.00591
1818.621,-0.06964,0.03945,-0.00266
1819.103,-0.06758,0.04046,-1.10E-04
1819.585,-0.06725,0.03994,0.00162
1820.067,-0.06837,0.03803,0.00252
1820.549,-0.07052,0.03497,0.00272
1821.031,-0.07317,0.03112,0.00242
1821.514,-0.07592,0.02678,0.00183
1821.996,-0.07845,0.0222,0.00119
1822.478,-0.08072,0.01748,6.59E-04
1822.96,-0.08284,0.01263,3.40E-04
1823.442,-0.08508,0.00755,3.21E-04
1823.924,-0.08781,0.00206,6.11E-04
1824.406,-0.09146,-0.00407,0.00124
1824.888,-0.09634,-0.0111,0.00219
1825.371,-0.10273,-0.01921,0.00336
1825.853,-0.11059,-0.02431,0.00458
1826.335,-0.11963,-0.03043,0.00555
1826.817,-0.12925,-0.03715,0.00593
1827.299,-0.13872,-0.04393,0.00547
1827.781,-0.14743,-0.05028,0.00407
1828.263,-0.15519,-0.05598,0.00182
1828.746,-0.16214,-0.06115,-0.0011
1829.228,-0.1687,-0.06606,-0.00443
1829.71,-0.17527,-0.07102,-0.00796
1830.192,-0.1821,-0.07622,-0.01151
1830.674,-0.18924,-0.08163,-0.01494
1831.156,-0.19654,-0.08704,-0.01812
1831.638,-0.20374,-0.09218,-0.02101
1832.121,-0.21055,-0.09672,-0.02353
1832.603,-0.21668,-0.10041,-0.02568
1833.085,-0.22199,-0.10313,-0.02744
1833.567,-0.22641,-0.10489,-0.02882
1834.049,-0.23,-0.10588,-0.02988
1834.531,-0.23289,-0.10638,-0.03069
1835.013,-0.23523,-0.10665,-0.03135
1835.496,-0.23717,-0.10696,-0.03195
1835.978,-0.23879,-0.10741,-0.03251
1836.46,-0.24014,-0.10806,-0.03263
1836.942,-0.24125,-0.10884,-0.03278
1837.424,-0.24213,-0.10967,-0.03296
1837.906,-0.24277,-0.11044,-0.0331
1838.388,-0.24315,-0.11105,-0.03319
1838.871,-0.24322,-0.11139,-0.03319
1839.353,-0.24286,-0.11126,-0.03311
1839.835,-0.24194,-0.11045,-0.03293
1840.317,-0.24035,-0.10869,-0.03268
1840.799,-0.23807,-0.10577,-0.03237
1841.281,-0.23518,-0.10168,-0.032
1841.763,-0.23195,-0.09656,-0.0316
1842.245,-0.2287,-0.09079,-0.03117
1842.728,-0.22571,-0.08479,-0.03075
1843.21,-0.223,-0.07886,-0.03034
1843.692,-0.22036,-0.0731,-0.02992
1844.174,-0.21738,-0.06734,-0.02947
1844.656,-0.21352,-0.06127,-0.02893
1845.138,-0.20826,-0.05446,-0.02828
1845.62,-0.20133,-0.04662,-0.02756
1846.103,-0.19287,-0.03772,-0.02684
1846.585,-0.18354,-0.02826,-0.02624
1847.067,-0.17459,-0.01922,-0.02603
1847.549,-0.1675,-0.01188,-0.0264
1848.031,-0.16359,-0.00743,-0.02755
1848.513,-0.16374,-0.00666,-0.02953
1848.995,-0.16828,-0.00993,-0.03234
1849.478,-0.17717,-0.01727,-0.03594
1849.96,-0.18998,-0.02835,-0.04026
1850.442,-0.20599,-0.04258,-0.04524
1850.924,-0.22409,-0.05897,-0.05082
1851.406,-0.24283,-0.07621,-0.05684
1851.888,-0.26061,-0.09285,-0.06304
1852.37,-0.27605,-0.10763,-0.06913
1852.853,-0.28825,-0.11981,-0.07476
1853.335,-0.297,-0.12917,-0.07964
1853.817,-0.30257,-0.13597,-0.08365
1854.299,-0.30561,-0.14074,-0.08672
1854.781,-0.30689,-0.14406,-0.089
1855.263,-0.30713,-0.14642,-0.09067
1855.745,-0.30691,-0.14824,-0.09202
1856.228,-0.30659,-0.14974,-0.09334
1856.709,-0.30625,-0.15093,-0.09484
1857.192,-0.30583,-0.15174,-0.09669
1857.674,-0.30502,-0.15193,-0.09894
1858.156,-0.30345,-0.15124,-0.10158
1858.638,-0.30065,-0.14938,-0.10456
1859.12,-0.29615,-0.14604,-0.10783
1859.602,-0.28957,-0.14101,-0.11126
1860.084,-0.28078,-0.13421,-0.11472
1860.567,-0.26996,-0.12584,-0.11798
1861.049,-0.25777,-0.11635,-0.12077
1861.531,-0.24515,-0.10647,-0.12288
1862.013,-0.23307,-0.09685,-0.12417
1862.495,-0.22229,-0.08795,-0.12465
1862.977,-0.21319,-0.07996,-0.1244
1863.459,-0.20584,-0.07281,-0.1235
1863.942,-0.20013,-0.06642,-0.12212
1864.424,-0.19587,-0.06075,-0.1204
1864.906,-0.19293,-0.05591,-0.11855
1865.388,-0.19118,-0.05214,-0.11679
1865.87,-0.19059,-0.04966,-0.11534
1866.352,-0.19108,-0.04869,-0.11432
1866.834,-0.19256,-0.04927,-0.11385
1867.317,-0.19486,-0.0512,-0.11397
1867.799,-0.19778,-0.05416,-0.1147
1868.281,-0.2012,-0.0577,-0.11603
1868.763,-0.20508,-0.06145,-0.11792
1869.245,-0.20952,-0.06518,-0.12031
1869.727,-0.21478,-0.06888,-0.12313
1870.209,-0.22114,-0.07271,-0.12622
1870.692,-0.22888,-0.07696,-0.12947
1871.174,-0.23806,-0.08187,-0.13271
1871.656,-0.24848,-0.08753,-0.13576
1872.138,-0.25963,-0.09379,-0.13853
1872.62,-0.27073,-0.10023,-0.14093
1873.102,-0.28095,-0.10637,-0.14289
1873.584,-0.28967,-0.11185,-0.14446
1874.066,-0.2966,-0.1165,-0.14564
1874.549,-0.30184,-0.12052,-0.14652
1875.031,-0.30572,-0.12425,-0.14714
1875.513,-0.30878,-0.12814,-0.14758
1875.995,-0.31157,-0.13261,-0.14796
1876.477,-0.31457,-0.13786,-0.14843
1876.959,-0.31808,-0.14389,-0.1491
1877.441,-0.32218,-0.15049,-0.15009
1877.924,-0.32672,-0.15727,-0.1514
1878.406,-0.33134,-0.16377,-0.15294
1878.888,-0.33564,-0.1696,-0.15455
1879.37,-0.33921,-0.17448,-0.15606
1879.852,-0.34178,-0.17826,-0.15727
1880.334,-0.34321,-0.18089,-0.15809
1880.816,-0.34345,-0.18232,-0.15845
1881.299,-0.34249,-0.1825,-0.15834
1881.781,-0.34028,-0.18126,-0.15779
1882.263,-0.33666,-0.17837,-0.15681
1882.745,-0.33138,-0.17354,-0.15543
1883.227,-0.3241,-0.16642,-0.1537
1883.709,-0.31449,-0.15676,-0.15163
1884.191,-0.30241,-0.14446,-0.14923
1884.674,-0.28804,-0.12973,-0.14651
1885.156,-0.272,-0.11316,-0.14346
1885.638,-0.25541,-0.09574,-0.14008
1886.12,-0.23962,-0.07874,-0.13642
1886.602,-0.2259,-0.06328,-0.13253
1887.084,-0.2151,-0.0501,-0.12852
1887.566,-0.20759,-0.03945,-0.12446
1888.049,-0.20333,-0.03128,-0.12052
1888.531,-0.20203,-0.02534,-0.11681
1889.013,-0.20339,-0.02141,-0.11347
1889.495,-0.2071,-0.01934,-0.11064
1889.977,-0.21282,-0.01903,-0.10837
1890.459,-0.22024,-0.02046,-0.10664
1890.941,-0.22895,-0.02359,-0.10544
1891.423,-0.23851,-0.02825,-0.10465
1891.906,-0.24844,-0.03419,-0.10424
1892.388,-0.25826,-0.04097,-0.10413
1892.87,-0.26762,-0.04807,-0.10425
1893.352,-0.27631,-0.055,-0.1045
1893.834,-0.28423,-0.06134,-0.10474
1894.316,-0.29139,-0.06678,-0.10475
1894.798,-0.29781,-0.0712,-0.10432
1895.281,-0.30353,-0.07462,-0.1033
1895.763,-0.30851,-0.07712,-0.10161
1896.245,-0.31274,-0.0789,-0.09941
1896.727,-0.31627,-0.08019,-0.09698
1897.209,-0.31923,-0.08124,-0.09471
1897.691,-0.32183,-0.08237,-0.09307
1898.173,-0.32441,-0.08384,-0.09244
1898.656,-0.32733,-0.08594,-0.0931
1899.138,-0.33086,-0.08887,-0.09516
1899.62,-0.33516,-0.09275,-0.09854
1900.102,-0.34018,-0.09758,-0.103
1900.584,-0.34563,-0.10319,-0.10819
1901.066,-0.35111,-0.10932,-0.11362
1901.548,-0.35625,-0.1157,-0.11893
1902.031,-0.36086,-0.12218,-0.12378
1902.513,-0.36495,-0.12872,-0.12799
1902.995,-0.36872,-0.13546,-0.13152
1903.477,-0.37236,-0.1425,-0.13439
1903.959,-0.37599,-0.14985,-0.13661
1904.441,-0.37953,-0.15736,-0.13826
1904.923,-0.38272,-0.16463,-0.13934
1905.406,-0.38511,-0.17117,-0.13992
1905.887,-0.38625,-0.17644,-0.14005
1906.37,-0.38592,-0.18012,-0.13985
1906.852,-0.38424,-0.18223,-0.13946
1907.334,-0.38168,-0.18305,-0.13902
1907.816,-0.37887,-0.183,-0.13858
1908.298,-0.37636,-0.18241,-0.13813
1908.78,-0.37446,-0.18146,-0.13754
1909.262,-0.37318,-0.18007,-0.13667
1909.745,-0.37231,-0.17811,-0.13532
1910.227,-0.37144,-0.17532,-0.13339
1910.709,-0.37017,-0.17158,-0.13087
1911.191,-0.36827,-0.16689,-0.12789
1911.673,-0.36569,-0.1614,-0.12471
1912.155,-0.36273,-0.15545,-0.12168
1912.637,-0.35986,-0.14948,-0.11917
1913.12,-0.35758,-0.14392,-0.11746
1913.602,-0.35633,-0.13915,-0.11667
1914.084,-0.35631,-0.13544,-0.11676
1914.566,-0.35747,-0.13298,-0.11748
1915.048,-0.3596,-0.13183,-0.11851
1915.53,-0.36238,-0.13187,-0.1195
1916.012,-0.36551,-0.1329,-0.12015
1916.495,-0.36871,-0.13461,-0.12027
1916.977,-0.37177,-0.1366,-0.1198
1917.459,-0.37457,-0.13851,-0.11878
1917.941,-0.37702,-0.14009,-0.11737
1918.423,-0.37906,-0.14119,-0.11575
1918.905,-0.3806,-0.14187,-0.11416
1919.387,-0.38161,-0.14229,-0.11278
1919.87,-0.38206,-0.14266,-0.11179
1920.352,-0.38191,-0.14323,-0.11128
1920.834,-0.38121,-0.14414,-0.11131
1921.316,-0.38005,-0.14554,-0.11185
1921.798,-0.37853,-0.14754,-0.11285
1922.28,-0.37679,-0.15019,-0.11419
1922.762,-0.37494,-0.15357,-0.11576
1923.244,-0.37309,-0.1577,-0.11743
1923.727,-0.37127,-0.16248,-0.11915
1924.209,-0.36945,-0.1677,-0.12086
1924.691,-0.36751,-0.17299,-0.12258
1925.173,-0.3653,-0.1779,-0.1243
1925.655,-0.36262,-0.18199,-0.12601
1926.137,-0.35937,-0.18503,-0.12764
1926.619,-0.35557,-0.18702,-0.12912
1927.102,-0.35136,-0.18823,-0.13033
1927.584,-0.34694,-0.189,-0.1312
1928.066,-0.3425,-0.18965,-0.13167
1928.548,-0.3382,-0.19035,-0.13177
1929.03,-0.33415,-0.19108,-0.13155
1929.512,-0.3304,-0.19176,-0.13118
1929.994,-0.327,-0.19235,-0.13077
1930.477,-0.32394,-0.19283,-0.13047
1930.959,-0.32114,-0.19335,-0.13027
1931.441,-0.31846,-0.19403,-0.13005
1931.923,-0.31562,-0.19496,-0.12952
1932.405,-0.31226,-0.19604,-0.12834
1932.887,-0.30798,-0.19693,-0.12611
1933.369,-0.30246,-0.19714,-0.12255
1933.852,-0.2956,-0.19614,-0.11753
1934.334,-0.28756,-0.19348,-0.1112
1934.816,-0.27879,-0.18898,-0.1039
1935.298,-0.26993,-0.1828,-0.09615
1935.78,-0.26151,-0.17531,-0.08839
1936.262,-0.25382,-0.16695,-0.08097
1936.744,-0.24681,-0.15805,-0.074
1937.227,-0.24011,-0.14876,-0.06744
1937.708,-0.23324,-0.13904,-0.06112
1938.191,-0.22582,-0.12877,-0.05493
1938.673,-0.21762,-0.11783,-0.04882
1939.155,-0.20875,-0.10625,-0.0429
1939.637,-0.19955,-0.09426,-0.03742
1940.119,-0.19055,-0.08232,-0.03268
1940.601,-0.1823,-0.07106,-0.02892
1941.083,-0.17511,-0.0611,-0.02627
1941.566,-0.16911,-0.05291,-0.02465
1942.048,-0.16419,-0.04681,-0.0238
1942.53,-0.16022,-0.04288,-0.02329
1943.012,-0.15713,-0.04099,-0.02271
1943.494,-0.15493,-0.04079,-0.02168
1943.976,-0.1537,-0.0417,-0.01999
1944.458,-0.15348,-0.04312,-0.01754
1944.941,-0.15419,-0.04448,-0.01444
1945.423,-0.15566,-0.04532,-0.01085
1945.905,-0.15756,-0.04547,-0.007
1946.387,-0.15954,-0.04503,-0.00307
1946.869,-0.16122,-0.04435,7.73E-04
1947.351,-0.16228,-0.04389,0.00438
1947.833,-0.16249,-0.04415,0.00757
1948.316,-0.16166,-0.04554,0.01016
1948.798,-0.15962,-0.04824,0.01186
1949.28,-0.15628,-0.05217,0.01245
1949.762,-0.15159,-0.05696,0.01176
1950.244,-0.14562,-0.06204,0.0098
1950.726,-0.13854,-0.06673,0.00675
1951.208,-0.1306,-0.07051,0.00293
1951.691,-0.12216,-0.07308,-0.00128
1952.173,-0.11355,-0.07441,-0.00546
1952.655,-0.10513,-0.07473,-0.00935
1953.137,-0.0972,-0.07443,-0.01278
1953.619,-0.08993,-0.07396,-0.01582
1954.101,-0.0834,-0.0737,-0.01863
1954.583,-0.07754,-0.07376,-0.02152
1955.065,-0.0722,-0.07402,-0.02472
1955.548,-0.06715,-0.07407,-0.02837
1956.03,-0.06207,-0.07329,-0.03238
1956.512,-0.0567,-0.07108,-0.03644
1956.994,-0.05086,-0.06692,-0.04005
1957.476,-0.0444,-0.0606,-0.04266
1957.958,-0.03734,-0.05227,-0.04375
1958.44,-0.02981,-0.04239,-0.04305
1958.923,-0.02207,-0.0317,-0.04056
1959.405,-0.01446,-0.02107,-0.03668
1959.887,-0.00746,-0.01138,-0.03201
1960.369,-0.00151,-0.00336,-0.02737
1960.851,0.00301,0.00251,-0.02348
1961.333,0.00586,0.00607,-0.02092
1961.815,0.00698,0.00742,-0.0199
1962.298,0.00641,0.00681,-0.02039
1962.78,0.00434,0.00469,-0.02212
1963.262,0.0037,0.00147,-0.02474
1963.744,0.00225,-0.00234,-0.0278
1.96E+03,1.98E-04,-0.00634,-0.03094
1964.708,-0.00218,-0.01019,-0.03378
1965.19,-0.00464,-0.0137,-0.03611
1965.673,-0.00704,-0.01683,-0.03779
1966.155,-0.00932,-0.01968,-0.03883
1966.637,-0.01146,-0.0225,-0.03932
1967.119,-0.01354,-0.02556,-0.03944
1967.601,-0.01559,-0.02909,-0.03933
1968.083,-0.01768,-0.03324,-0.03911
1968.565,-0.01981,-0.03801,-0.03877
1969.048,-0.02197,-0.0433,-0.03824
1969.53,-0.02419,-0.04885,-0.03737
1970.012,-0.02644,-0.0544,-0.03613
1970.494,-0.02877,-0.0597,-0.03453
1970.976,-0.03121,-0.06459,-0.03283
1971.458,-0.03383,-0.06909,-0.0314
1971.94,-0.03674,-0.07336,-0.03076
1972.422,-0.04005,-0.07779,-0.03131
1972.905,-0.04394,-0.08287,-0.03334
1973.387,-0.04857,-0.08906,-0.03689
1973.869,-0.05407,-0.0967,-0.04179
1974.351,-0.06053,-0.10584,-0.04768
1974.833,-0.06789,-0.11607,-0.0542
1975.315,-0.07597,-0.1267,-0.06101
1975.797,-0.08444,-0.13678,-0.06796
1976.28,-0.09287,-0.14538,-0.07497
1976.762,-0.10084,-0.15186,-0.08214
1977.244,-0.10789,-0.15601,-0.0895
1977.726,-0.11364,-0.15809,-0.09709
1978.208,-0.1178,-0.15873,-0.10478
1978.69,-0.12016,-0.15873,-0.11241
1979.172,-0.12069,-0.1589,-0.1197
1979.655,-0.11946,-0.15983,-0.12647
1980.137,-0.1167,-0.16176,-0.13255
1980.619,-0.11276,-0.16453,-0.13791
1981.101,-0.10799,-0.16759,-0.14251
1981.583,-0.10279,-0.17017,-0.14631
1982.065,-0.09745,-0.17144,-0.14915
1982.547,-0.0922,-0.17068,-0.15085
1983.03,-0.08717,-0.16743,-0.15117
1983.512,-0.08245,-0.16175,-0.15001
1983.994,-0.07812,-0.15415,-0.14737
1984.476,-0.07427,-0.14561,-0.14348
1984.958,-0.07101,-0.13726,-0.1387
1985.44,-0.06849,-0.13002,-0.13349
1985.922,-0.06681,-0.12447,-0.12827
1986.405,-0.06603,-0.12066,-0.12344
1986.886,-0.06608,-0.11813,-0.11922
1987.369,-0.06681,-0.11622,-0.11578
1987.851,-0.06807,-0.11422,-0.1131
1988.333,-0.06972,-0.11176,-0.11107
1988.815,-0.07176,-0.10886,-0.10946
1989.297,-0.07426,-0.10598,-0.108
1989.779,-0.07735,-0.10378,-0.10645
1990.261,-0.08115,-0.10295,-0.10473
1990.744,-0.08563,-0.10391,-0.10289
1991.226,-0.09063,-0.10668,-0.10113
1991.708,-0.09583,-0.11089,-0.09971
1992.19,-0.10088,-0.11589,-0.09883
1992.672,-0.1055,-0.121,-0.09851
1993.154,-0.10947,-0.12561,-0.09858
1993.636,-0.11274,-0.12926,-0.0987
1994.119,-0.11528,-0.13165,-0.09853
1994.601,-0.11708,-0.13256,-0.09786
1995.083,-0.11815,-0.13187,-0.09678
